restaurant_name,rating,address,cuisine,postal_code
Lau Pa Sat Pig's Organ Soup,3.2,84 Marine Parade Central; #01-170 Marine Parade Central Market and Food Centre 440084,Chinese,440084
Seng Hoe Fishball Minced Meat Noodles,4.2,50A Marine Terrace; #01-277 Marine Parade Food Centre 441050,Singaporean,441050
Asmah Muslim Food,3.2,1 Geylang Serai; #02-124 Geylang Serai Market and Food Centre 402001,Indian,402001
Tanaka Vegetarian Food,3.2,445 Fajar Road; Fajar Shopping Centre 670445,Singaporean,670445
Clover 8 Bistro,2.9,5 Stadium Walk; #01-40 Kallang Leisure Park 397683,Singaporean,397683
Fork & Spoon,2.8,470 Lorong 6 Toa Payoh; #02-70 310470,Singaporean,310470
Lucky Soya Bean Milk,3.6,453A Ang Mo Kio Avenue 10; #01-01 Chong Boon Market & Food Centre 561453,Singaporean,561453
Yi Xin Vegetarian,3.1,93 Toa Payoh Lorong 4; #01-47 Hawker Centre 310093,Healthy Food,310093
Ah Meng,3.6,531A Upper Cross Street; #02-45 Food Centre 051531,Singaporean,051531
Bahrakath Mutton Soup King,3.9,2 Adam Road; #01-10 Food Centre 289876,Indian,289876
Tai Sun Eating House,4.1,808 French Road; #01-03 Kitchener Complex 200808,Cafe,200808
Jia Ji Mei Shi,3.5,335 Smith Street; #02-166 Chinatown Complex Market 050335,Singaporean,050335
Guan Hin Homemade Carrot Cake,3.5,69 Geylang Bahru; #01-2861 Food Centre 330069,Singaporean,330069
Xiang Ji Lor Mee Zha Jiang Mian,3.1,51 Old Airport Road; #01-81 Food Centre 390051,Singaporean,390051
881 Xo Fish Head Beehoon,3.7,412 Balestier Road 329805,Seafood,329805
Porridge Pot,3.1,85 Redhill Lane; #01-71 Redhill Food Centre 150085,Singaporean,150085
Ya Kun International,3.1,237 Alexandra Road; #03-09/10 The Alexcier 159929,Singaporean,159929
Fat Fish Steamboat,3.5,1 Pasir Ris Close; #01-103/104 Downtown East 519599,Seafood,519599
Tiong Bahru Hainanese Curry Rice,3.5,30 Seng Poh Road; #02-79 Tiong Bahru Market 168898,Indian,168898
Aunty Oats Pancake,2.9,51 Old Airport Road; #01-110 Old Airport Road Food Centre 390051,Chinese,390051
Pot Pot Clay,4,30 Liang Seah Street 189051,Asian,189051
Huat Heng Fried Hokkien Prawn Mee,3.7,75 Food Centre; #01-29 Lorong 5; Toa Payoh 310075,Singaporean,310075
Chinatown Fried Dough Stick,2.8,335 Smith Street; #02-163 Chinatown Complex Market 050335,Singaporean,050335
N Faheem Plaza,3.1,505 Beach Road; #B1-18 Golden Mile Food Centre 199583,Indian,199583
Sesame Oil Chicken,3.1,448 Clementi Avenue 3; #01-08 Market & Food Centre 120448,Singaporean,120448
Na Na Curry,3.1,115 Bukit Merah View; 01-48 Market & Food Centre; Bukit Merah 151115,Singaporean,151115
Tiong Bahru O'kee Hainanese Chicken Rice,4.3,51 Old Airport Road; #01-73 Food Centre 390051,Hainanese,390051
Siang Siang Chwee Kueh,3.8,85 Bedok North Street 4; #01-247 Fengshan Market Food Centre 460085,Singaporean,460085
Star Yong Kwang Bbq Seafood,3.4,120 Bukit Merah Lane 1; Alexandra Village Food Centre 150120,Chinese,150120
Foodfare,3.1,679 Jurong West Central 1; #01-02 640679,Cafe,640679
Ah Ed Traditional Hokkien Salted Duck,3.7,590 Upper Thomson Road; #01-28 Sembawang Hill Food Centre 574419,Hokkien,574419
Chun Fu Fishball Minced Meat Noodle Laksa,3.6,209 Hougang Street 21; #01-04 Kovan Hougang Market and Food Centre 530209,Singaporean,530209
Serangoon Garden Fried Prawn Noodle,3.2,210 Lorong 8 Toa Payoh; #01-19 ﻿ Lorong 8 Toa Payoh Food Centre 310210,Singaporean,310210
Lucky Vegetarian Food,3.2,120 Bukit Merah Lane 1; #01-81 Alexandra Village Food Centre 150120,Singaporean,150120
Alhambra Satay,3.2,1 Geylang Serai; #02-145 Food Centre; Geylang 402001,Singaporean,402001
Nuraisha Malay Food Stall,3.2,347 Jurong East Avenue 1; #01-194 Hawker Centre 600347,Singaporean,600347
Hup Kee Fried Oyster Omelette,2.8,500 Clemenceau Avenue; #01-73 Newton Food Centre 229495,Singaporean,229495
Keat Lim Vegetarian Food,2.5,91 Whampoa Drive; #01-48 Makan Place 320091,Singaporean,320091
Teochew Fish Ball Noodle,4.2,7 Maxwell Road; #02-130 Amoy Street Food Centre 069111,Singaporean,069111
Teochew Traditional Steamboat Restaurant,3.4,176-178 Joo Chiat Road; #01-01 427447,Teochew,427447
Katong Laksa,3.7,1 Telok Kurau Road 423756,Peranakan,423756
Rong Shu Xia Bak Kut Teh,3.9,37 Tai Thong Crescent; Sennett Estate; 347862,Malaysian,347862
Fu Xiang,3.3,665 Buffalo Road; #01-317 Tekka Centre 210665,Singaporean,210665
Traditional Queen Street Fried Hokkien Prawn Mee,2.4,270 Queen Street; #01-61 Albert Centre Market & Food Centre 180270,Hokkien,180270
Chui Xiang Kitchen,3.7,13 Teck Chye Terrace 545722,Chinese,545722
Teo Heng Porridge Stall,3.8,10 Upper Pickering Street; #01-28 Hong Lim Complex Temporary Market Food Centre 058285,Teochew,058285
Hai Fa Kway Chap,3.3,20 New Upper Changi Road; #01- Bedok Interchange;,Singaporean,Interchange;
Lameizi,2.8,101 Beach Road; #01-02 The 101 189703,Singaporean,189703
Lai Heng Fried Kway Teow,2.6,320 Shunfu Road; #02-20 Shunfu Mart Food Centre 570320,Singaporean,570320
Leong Hainanese Chicken Rice,4.2,320 Shunfu Road; #02-22 Shunfu Mart 570320,Hainanese,570320
Hai Sing Kway Chap,3.1,117 Aljunied Avenue 2; #01-15 Food Centre 380117,Singaporean,380117
Hill View Yong Tau Foo,3.1,159 Mei Chin Road; #02-18 140159,Singaporean,140159
West Coast Arifin Ali,3.1,254 Jurong East Street 24; #01-41 Yuhua Village Market 600254,Indian,600254
Changi Village Hainanese Style Curry Rice,3.1,531 A Upper Cross Street; #01-44 Food Centre 051531,Hainanese,051531
Bei Chuan Ting Yu Tang,3.1,58 New Upper Changi Road; #01-161 461058,Seafood,461058
Teck Kee,3.1,503 West Coast Drive; #01-30 Ayer Rajah Food Centre 120503,Singaporean,120503
Johnson You Tiao,3.1,17 Old Airport Road; 12 Kallang Estate Food Centre 397972,Singaporean,397972
Lian Xiang Chicken Rice Porridge,3.1,4a Woodlands Centre Road; #02-56 Food Centre; Woodlands 731004,Seafood,731004
Tian Tian Noodle House,3.1,335 Smith Street; #02-186 Chinatown Complex Market 050335,Singaporean,050335
Wai Kee Noodle House,3.1,163 Bukit Merah Central; #02-47 Food Centre; Bukit Merah 150163,Singaporean,150163
Xi De Li You Tiao,3.1,85 Redhill Lane; #01-14 Redhill Food Centre 150085,Singaporean,150085
Puteri's Berlian,3.1,726 Clementi West Street 2; #01-177 Clementi West Market Food Centre 120726,Singaporean,120726
Sing Hon Loong Bakery,3.8,4 Whampoa Drive 327715,Bakery,327715
Nagoor Meera Food Stall,3.1,37a Teban Garden; #01-26 Teban Gardens Market 601037,Indian,601037
Jing Ji Fishball Noodle,3.5,590 Upper Thomson Road; #01-23 Sembawang Hill Food Centre 574419,Singaporean,574419
Fishball Khin,4,574 Ang Mo Kio Avenue 10; #01-1825 560574,Seafood,560574
Teochew Porridge,3.7,554 MacPherson Road 368230,Teochew,368230
Sedap Noodle,3.1,449 Clementi Avenue 3; #01-211 120449,Chinese,120449
Tiong Shian Porridge Centre,2.8,82 Whampoa Drive; #01-973 327748,Singaporean,327748
Tai Wah Foodlink,3.2,151 Serangoon North Avenue 2; #01-41 550151,Singaporean,550151
Fatty Boss,3.6,68 Pagoda Street 059227,Bar Food,059227
Yu Mei Mei Shi,3.6,22A/B Havelock Road; 15 Cooked Food Centre,Singaporean,Centre
Jin Biao Coffee Shop,3.1,136 Potong Pasir Avenue 3; #01-168 350136,Cafe,350136
Lai Xing Prawn Noodle,4.2,20 Marsiling Lane; #01-05 Market & Cooked Food Centre,Chinese,Centre
Xiang Wei Fried Kway Teow Mee,2.9,3 Yung Sheng Road; #02-102 Taman Jurong Market & Food Centre 618499,Singaporean,618499
H M Cuisine,3.2,665 Buffalo Road; #01-241 Tekka Centre 210665,Indian,210665
Yong Siang Chicken Rice,4.3,29 Bendemeer Road; #01-65 Bendemeer Market 330029,Hainanese,330029
Penang Prawn Noodles,3.3,221B Boon Lay Place; #01-124 Boon Lay Place Food Village 642221,Chinese,642221
Tian Tian Seafood Soup,3.1,4a Woodlands Centre Road; #02-06 Food Centre; Woodlands 731004,Seafood,731004
Jun's Chicken Rice,4.4,2 Adam Road; #01-08 Food Centre 289876,Singaporean,289876
Heng Ji Chicken Rice,3.9,335 Smith Street; #02-131 Chinatown Complex Market 050335,Singaporean,050335
Heng Heng Bbq,3.1,500 Clemenceau Avenue North 229495,Chinese,229495
Lian Yuan Vegetarian Food,3.7,69 Geylang Bahru; #01-2761 Food Centre; Geylang 330069,Singaporean,330069
Nurilah Malay Food,3.2,91 Whampoa Drive; #01-18 Makan Place 320091,Singaporean,320091
Wuhan Steamboat City,2.5,6 Eu Tong Sen Street; #04-85 Central 059817,Singaporean,059817
Tian Yuan Hainanese Chicken Rice,2.2,665 Buffalo Road; #01-292 Tekka Centre 210665,Singaporean,210665
Soon Huat Delights,3.1,51 Old Airport Road; #01-77 Food Centre 390051,Singaporean,390051
Teochew Bakso,3.5,32 New Market Road; #01-1088 People'south Park Co 050032,Teochew,050032
Heng Heng Fish Ball Noodle,2.7,270 Queen Street; #01-69 Albert Centre Market & Food Centre 180270,Chinese,180270
Kelantan Kway Chap/ Pig's Organ Soup,3.8,166 Jalan Besar; #02-39 Berseh Food Centre 208877,Chinese,208877
Ling Brothers Eating House,4.3,105 Upper Paya Lebar Road 534828,Singaporean,534828
Man Zhu Restaurant,3.4,21 & 23 Amber Road; Chinese Swimming Club,Singaporean,Club
Poh Meng Vegetarian Food,4.2,3 Yung Sheng Road; #03-143 Taman Jurong Market Food Centre 618499,Singaporean,618499
Wak Marmi Muslim Food,3.1,4A Jalan Batu; #01-19 Food Centre 432004,Singaporean,432004
Homely Cafe,3.2,604 Sembawang Road; #b1-04 Sembawang Shopping Centre 758459,Cafe,758459
Mian Mian Ju Dao Dao Xiao Mian,3.2,80 Par; #b1-85 Park; Marine Parade 449269,Singaporean,449269
Chee Cheong Fun Club,0,01-38; Maxwell Food Centre; Singapore; Singapore,Chinese,Singapore
Soon Heng Fish Soup,3.1,254 Jurong East Street 24; #01-22 Yuhua Village Market 600254,Singaporean,600254
Kuey Chap,2.2,93 Toa Payoh; #01-35 Hawker Centre; Toa Payoh 310093,Singaporean,310093
Warung Soto,3.1,335 Smith Street; #02-159 Chinatown Complex Market 050335,Singaporean,050335
Traditional Hong Kong Stewed Soup,3.1,49 Sims Place; # Sims Vista Market 380049,Singaporean,380049
Special Chilli Yong Tau Foo,3.4,166 Jalan Besar; #01-17 Berseh Food Centre 208877,Singaporean,208877
Poh Huat,2.8,163 Bukit Merah Central; #02-48 Bukit Merah Central Food Centre 150163,Desserts,150163
Loi Kee Prawn Noodle,3.2,38a Beo Crescent; #01-74 Market & Food Centre 169982,Singaporean,169982
Arifin Ali Indian Muslim Food,3.2,726 Clementi West Street 2; #01-176 Clementi West Market Food Centre 120726,Indian,120726
KL Delight Seafood Restaurant,3.2,45 Lorong 27 Geylang 388177,Seafood,388177
Setia Jaya,3.2,50 Market Street; #02-03 Market Street Food Centre 048940,Singaporean,048940
Banana Leaf Nasi Lemak & Economical Bee Hoon,3.2,503 West Coast Drive; #01-38 Ayer Rajah Food Centre 120503,Singaporean,120503
Mrs Chan's Nasi Lemak,4.3,17 Upper Boon Keng Road; #01-40 Market Food Centre 380017,Singaporean,380017
Li Xing Nasi Lemak,3.2,7 Maxwell Road; #02-81 Amoy Street Food Centre 069111,Singaporean,069111
New Century Food House,3.2,721 Clementi West Street 2; 01-100 120721,Singaporean,120721
Eng Huat Lee,2.9,138 Tampines Street 11,American,11
Sea Scent,4.1,10 Bukit Chermin Road; Keppel Club 109918,Cafe,109918
3G Coffee,3,61 Kaki Bukit Avenue 1; 01-10 Shun Li Industrial Park 417943,Cafe,417943
Lok Yang Canteen,3.6,2 Third Lok Yang Road 627997,Chinese,627997
Tiong Bahru Fish Head Bee Hoon,3.7,335 Smith Street; 02-73 Chinatown Complex Market 050335,Singaporean,050335
Sweet Dynasty,3.6,6 Eu Tong Sen Street; B1-25 The Central 059817,Bakery,059817
Hiang Kee Kampong Flavour,4.2,69 Geylang Bahru; #01-2827 Market Food Centre; Geylang 330069,Singaporean,330069
Hong Chang Eating House,3.7,2 Braddell Road 359895,Seafood,359895
Mui Thiang Kee Eating House,4.2,34 Cassia Crescent; #01-86 390034,Singaporean,390034
Chao Zhou Fishball Noodles,3.8,22 Lorong 7 Toa Payoh; #01-20 Food Centre 310022,Singaporean,310022
Kovan Rojak,4,209 Hougang Street 21; #01-01 Kovan Hougang Market & Food Centre 530209,Singaporean,530209
Boon Lay Fried Carrot Cake & Kway Teow Mee,3.4,221 Boon Lay Place; #01-125 Boon Lay Place 642221,Singaporean,642221
Frankie's Place Coffee Shop,3.1,555 Ang Mo Kio Avenue 10 560555,Cafe,560555
Tokyo,4,503 Drive; #01-07 Ayer Rajah Food Centre 120503,Singaporean,120503
Fried Kway Teow Carrot Cake Fried Oyster,3.6,448 Clementi Avenue 3; #01-34 Clementi Market & Food Centre 120448,Singaporean,120448
Seletar Sheng Mian Mian Fen Guo,2.8,226h Ang Mo Kio Street 22; #01-07 Kebun Baru Food Centre 568226,Singaporean,568226
Soya Bean Point,3.8,75 Food Centre; #01-17/18 Lorong ; Block 75 Lorong 5 Toa Payoh; Toa Payoh 310075,Desserts,310075
Hai Chang Fishhead Steamboat,3.1,137 Tampines Street 11; #01-03; Tampines,Seafood,Tampines
Zhuang Yuan Eatery,3.1,941 Upper Serangoon Road 534709,Singaporean,534709
Blue Star Fried Hokkien Mee,2.9,105 Hougang Avenue 1; #02-26 Hainanese Village Centre; Hougang 530105,Singaporean,530105
Ann Hoo Cooked Food,3.7,527 Ang Mo Kio Avenue 10; #01-126 Cheng San 560527,Chinese,560527
Tasty Treats,2.6,14 Scotts Road; #05-96/97 Far East Plaza 228213,Singaporean,228213
Dahlia Cafe,3.1,390 Victoria Street; #02-21/22 Golden Landmark,Singaporean,Landmark
Whitley Rd Big Prawn Noodle,2.9,51 Old Airport Road; #01-98 Food Centre 390051,Hokkien,390051
New Rasa Singapura,4.1,56 Tanglin Road; B1-02 Delivery Base; Tanglin 247964,Singaporean,247964
Kim Peng Hiang,4.2,465 Changi Road 419886,Singaporean,419886
Seng Hong Coffeeshop,3.1,58 Lengkok Bahru; #01-152 150058,Cafe,150058
Crystal Cafe,3.5,131 Killiney Road; CGH Building 239571,Cafe,239571
Bukit Merah View Carrot Cake,3.8,115 Bukit Merah View Market & Food Centre; #01-37 Market Food Centre; Bukit Merah 151115,Singaporean,151115
Chee Seng Mixed Vegetable Rice,3.1,11 Telok Blangah Crescent; #01-89 Food Centre 090011,Singaporean,090011
Chang Ji Gourmet,3.5,335 Smith Street; 02-110 Chinatown Complex Market 050335,Singaporean,050335
Whampoa Satay Bee Hoon,3.6,90 Whampoa Drive; #01-38 Whampoa Drive Makan Place 320090,Singaporean,320090
Putian Delights,4.1,120 Bukit Merah Lane 1; #01-83 Alexandra Village Food Centre 150120,Singaporean,150120
Joo Chiat Prawn,4.4,15 Crane Road; Xin Hua Ji Food House,Singaporean,House
Orchid Cafe,3.5,1 Tras Link; Level 3 Orchid Hotel; Tanjong Pagar 078867,Singaporean,078867
Paris Spring,3.5,126 Casuarina Road; Sembawang Hills Estate 579514,French,579514
New Trend Eating House,2.5,120 Potong Pasir Avenue 1; #01-806 350120,Singaporean,350120
Supergood Curry Fish Head Restaurant,3.6,31 Seah Street 188387,Seafood,188387
Lu Xiang Ji,3.1,105 Yishun Ring Road; #01-179 Chong Pang Food Centre 760105,Singaporean,760105
Soon Huat Cold & Hot Dessert,3.6,105 Hougang Avenue 1; #02-43 Hainanese Village Centre; Hougang 530105,Desserts,530105
Wen Zhi Ji Pig's Organ Soup,3.1,32 New Market Road; #01-1078 People's Park Food Centre 050032,Singaporean,050032
Shen Li Restaurant,4,137 Tampines Street 11; #01-15 Tampines Round Market Food Centre 521137,Seafood,521137
Wen Tou Xue,2.8,69 Geylang Bahru; #01-2755 Market Food Centre 330069,Desserts,330069
Ping Kee Popiah,3.7,590 Upper Thomson Road; #01-32 Sembawang Hill Food Centre; Ang Mo Kio; Singapore 574419,Teochew,574419
Tong Cheng Yuan,3.1,270 Queen Street; #01-48 Albert Centre Market & Food Centre 180270,Singaporean,180270
Hokkien Prawn Mee Fried Kway Teow,3.1,500 Clemenceau Avenue; #01-035 Newton Food Centre 229495,Singaporean,229495
Yong Ji,4.2,665 Buffalo Road; #01-296 Tekka Centre 210665,Singaporean,210665
Lee Loon Cooked Food,3.1,726 Clementi West Street 2; #01-168 Clementi West Market Food Centre 120726,Seafood,120726
Long Ji,3.1,1 Yung Sheng Road; #02-80 Taman Jurong Market 618499,Singaporean,618499
Rojak/ Popiah & Cockle,3.5,1 Kadayanallur Street; #01-56 Maxwell Food Centre 069184,Seafood,069184
Ming Yun Famous Fried Hokkien Prawn Noodle,3.9,137 Tampines Street 11; #01-33 Tampines Round Market 521137,Singaporean,521137
Guang Liang Cooked Food,2.9,630 Bedok Reservoir Road; 01-35 Food Centre 470630,Singaporean,470630
Muhibbah Stall,3.1,6 Jalan Bukit Merah; #01-25 Abc Brickworks Food Centre 150006,Singaporean,150006
Xin Xiang Gang Congee Centre Traditional Claypot Rice,3.5,270 Queen Street; #01-55 Albert Centre Market & Food Centre 180270,Seafood,180270
Makanan Singapura,3.1,1-3 Commonwealth Drive; #01-33 Food Centre,Singaporean,Centre
Effendy Food Corner,3.1,17 Upper Boon Keng; # Upper Boon Keng Market 380017,Singaporean,380017
Tuck Kee Congee,3.1,51 Old Airport Road; 139 Food Centre 390051,Singaporean,390051
Liu Jia Kee Nasi Lemak,3.1,22 A/B Havelock Road; 12 Cooked Food Centre,Singaporean,Centre
Yew Kee Cooked Food,3.1,861 North Bridge Road; #01-111 Food Centre 198783,Singaporean,198783
Powerball,3.1,1 Hougang Street 91; #01-04 Hougang 1 Shopping Mall 538692,Singaporean,538692
K S Seeni Mohammad,3.1,503 West Coast Drive; #01-70 Ayer Rajah Food Centre 120503,Indian,120503
Hoe Kee Kitchen,3.2,505 Jurong West Street 52; #01-39 Jurong West Food Centre 640505,Singaporean,640505
Liang Heng Food Stall,3.2,127 Lorong 1 Toa Payoh; #02-21 Toa Payoh West Market and Food Court 310127,Singaporean,310127
You Tiao,3.6,6 Jalan Bukit Merah; #01-33 Abc Brickworks Food Centre 150006,Singaporean,150006
Kheng Nam Lee Eating House,3.2,717 Havelock Road 169643,Seafood,169643
Yen Fei Lai Eating House,3.1,322 Hougang Avenue 5; #01-86 530322,Singaporean,530322
Economic Bee Hoon,3.2,726 Clementi West Street 2; #01-191 Clementi West Market and Food Centre 120726,Singaporean,120726
Wee Heng Oyster Omelette,3.2,500 Clemenceau Avenue; 47 Food Centre 229495,Singaporean,229495
Kopitoast,3.6,1 Bukit Batok Central Link; #0 West Mall 658713,Singaporean,658713
Redhill Jia Hua Fried Oyster,3.2,85 Redhill Lane; #01-34 Redhill Food Centre 150085,Singaporean,150085
Hock Kee Teochew Braised Duck,3.2,51 Old Airport Road; #01-17 01-17 Old Airport Road Food Centre 390051,Singaporean,390051
Shi Sheng Claypot Frog,2.8,235 Geylang Road 389294,Singaporean,389294
Fu Le Fried Hokkien Mee,2.8,91 Bencoolen Street; #01-54 Sunshine Plaza,Cafe,Plaza
Jia Hui Bbq,3.2,271 Onan Road; #02-21 Dunman Food Centre 424768,Singaporean,424768
Market Street Long House Popiah,2.8,50 Market Street; #03-02 Food Centre 048940,Singaporean,048940
Sheng Da Bbq Seafood,3.2,500 Clemenceau Avenue; #01-0 Food Centre 229495,BBQ,229495
Sin Sin Porridge,2.7,6 Jalan Bukit Merah; #01-29 Abc Brickworks Food Centre 150006,Singaporean,150006
Special Yong Tau Foo,3.2,861 North Bridge Road; #01-87 Food Centre 198783,Singaporean,198783
Weng Kee Hainan Boneless Chicken Rice,3.7,115 Bukit Merah View; #01- Market Food Centre; Bukit Merah 151115,Seafood,151115
Kee Lin Beef Kway Teow,3.7,335 Smith Street; #02-118 Chinatown Complex Market 050335,Singaporean,050335
Hup Kee Delicious Food,3.2,163 Bukit Merah Central; #02-15 Bukit Merah Central Food Centre 150163,Singaporean,150163
Free People BBQ Steamboat,3.7,1 Geylang Lorong 23 388352,Singaporean,388352
Golden Shoe Chicken Rice,4.4,50 Market Street; #02-1 Food Centre 048940,Singaporean,048940
Lai Huat Signatures,3.5,23 China Street; Far East Square 049565,Seafood,049565
Hum Jin Pang,4.2,1 Kadayanallur Str; #01-28 Maxwell Food Centre 069184,Singaporean,069184
Sheik's Curry,3.7,503 West Coast Drive; #01-50 Ayer Rajah Food Centre 120503,Seafood,120503
Ghim Guan Fried Oyster,4.3,79/79a Circuit Road; #01-60 Centre,Singaporean,Centre
Yishun 921 Fried Hokkien Mee,3.6,335 Smith Street; #02-103 Chinatown Complex Market 050335,Singaporean,050335
7th Storey Restaurant,2.5,260 Marina Way; #01-05/06 Marina Barrage 018976,Singaporean,018976
Hong Kong Seafood Stir Fried,3.2,200 Victoria Street; #03-30 Bugis Junction,Singaporean,Junction
Kwee Heng,3.2,500 Clemenceau Avenue; #01- Food Centre 229495,Singaporean,229495
Master Chef,4,370 Alexandra Road; Anchorpoint 159953,Singaporean,159953
Ah Mei Cafe,3.4,2 Jurong East Street 21; #02-70 IMM 609601,Singaporean,609601
Kay Lee Roast Meat Joint,3.3,31 Exeter Road; #B1-03 Comcentre; 239732,Singaporean,239732
Mushroom Minced Meat Fishball Noodles Prawn Noodles,4.5,48 Tanglin Halt Road; #01-02 Tanglin Halt Market,Singaporean,Market
Hong Sheng Fish Soup,3.3,347 Jurong East Avenue 1; #01-214 Yuhua Market & Hawker Centre 600347,Singaporean,600347
Guan Kee Cooked Food,3.3,51 Old Airport Road; 66 Food Centre; 390051,Singaporean,390051
Soon Huat Bak Kut Teh,4,302 Bedok Road; Bedok 469460,Singaporean,469460
Soon Huat Bak Kut Teh,3.3,73a Ayer Rajah Crescent; #01-34 Timbre+; Timbre+ 139957,Singaporean,139957
The Coffee Shot,3.6,103 Lavender Street 338725,Sandwich,338725
Fried Kway Teow,3.7,2 Adam Road; #01-22 Food Centre; 289876,Singaporean,289876
Fishball Minced Meat Noodle,3.3,21 Jalan Kukoh; #01-05 Market and Hawker Centre 161001,Singaporean,161001
Authentic Tiong Bahru Chwee Kueh,2.7,17 Upper Boon Keng; #01-59 Upper Boon Keng Market and Food Centre 380017,Singaporean,380017
